local_name,english_name,property_type,is_local,language,script,wp_code
D'Fallllijst vun Constance Kopp,Constance Kopp Series,book,False,Luxembourgish,Latn,lb
Déi eelef Prënzen,The Eleven Princes,book,True,Luxembourgish,Latn,lb
D'Stargate,Stargate,tv show,False,Luxembourgish,Latn,lb
De Fanger vum Opalestaar,The Catcher in the Rye,book,False,Luxembourgish,Latn,lb
D'Manéieren vun de Wëllecher,The Manners of the Wellecher,books,True,Luxembourgish,Latn,lb
De Schnéiwittchen an d'7 Zwerge,Snow White and the Seven Dwarfs,movie,False,Luxembourgish,Latn,lb
Millenium Force,Millennium Force,video game,False,Luxembourgish,Latn,lb
Tatort,Tatort,tv show,False,Luxembourgish,Latn,lb
Herr der Ringe,The Lord of the Rings,book,False,Luxembourgish,Latn,lb
D'Simpsons,The Simpsons,tv show,False,Luxembourgish,Latn,lb
Star Wars,Star Wars,movies,False,Luxembourgish,Latn,lb
Game of Thrones,Game of Thrones,tv shows,False,Luxembourgish,Latn,lb
D'Monde vu muer,The Hunger Games,books,False,Luxembourgish,Latn,lb
Super Mario,Super Mario,video games,False,Luxembourgish,Latn,lb
De Kanner vun Härz,The Children of the Heart,books,True,Luxembourgish,Latn,lb
De Schatz vum Pirat,The Pirate's Treasure,video games,True,Luxembourgish,Latn,lb
Третиот човек,The Third Man,movie,False,Macedonian,Cyrl,mk
Прозорецот на моето лице,The Window to My Face,tv show,True,Macedonian,Cyrl,mk
Врати на мојата фантазија,Doors to My Fantasy,tv show,True,Macedonian,Cyrl,mk
Светлина од леден брег,Light from an Iceberg,book,True,Macedonian,Cyrl,mk
Касета на Ноксфилд,Box of Noxfield,book,True,Macedonian,Cyrl,mk
Буслама,Gravity,movie,False,Macedonian,Cyrl,mk
Книга на духовно злато,Book of Golden Spirit,book,True,Macedonian,Cyrl,mk
Меѓустрој,Interstellar,movie,False,Macedonian,Cyrl,mk
Гледачот на Косковото масло,The Burnt Orange Heresy,movie,False,Macedonian,Cyrl,mk
Крал на бука,Noise King,video game,True,Macedonian,Cyrl,mk
Сонцето е исто како нас,The Sun Is Also a Star,book,True,Macedonian,Cyrl,mk
Коралнинаја,Coraline,book,False,Macedonian,Cyrl,mk
Алвин и вјоржевите веселби,Alvin and the Chipmunks,movie,False,Macedonian,Cyrl,mk
Пепељарникот,The Ashtray,movie,True,Macedonian,Cyrl,mk
Игра на моќи,Power Game,video game,False,Macedonian,Cyrl,mk
Приказни од Полумракот,Twilight Saga,book,False,Macedonian,Cyrl,mk
Вната Војна,Inside War,tv show,True,Macedonian,Cyrl,mk
Вовед во натприродното,Introduction to the Supernatural,book,True,Macedonian,Cyrl,mk
Игра на тронови,Game of Thrones,tv show,False,Macedonian,Cyrl,mk
Замокот на Убавата Дороти,The Castle of the Beautiful Dorothy,book,True,Macedonian,Cyrl,mk
BoBoiBoy,BoBoiBoy,tv shows,True,Malay,Latn,ms
Kabali,Kabali,movies,True,Malay,Latn,ms
Boboboi The Movie,Boboboi The Movie,movies,True,Malay,Latn,ms
Hikayat Sang Kancil,The Tale of Sang Kancil,books,True,Malay,Latn,ms
Assassin's Creed,Assassin's Creed,video games,False,Malay,Latn,ms
Pak Belalang,Mr. Cicada,tv shows,True,Malay,Latn,ms
Misi: 3D,Mission: 3D,books,True,Malay,Latn,ms
Munafik,Munafik,movies,True,Malay,Latn,ms
Naruto,Naruto,tv shows,False,Malay,Latn,ms
Overwatch,Overwatch,video games,False,Malay,Latn,ms
Harry Potter,Harry Potter,books,False,Malay,Latn,ms
Ular,The Snake,books,True,Malay,Latn,ms
The Hunger Games,The Hunger Games,books,False,Malay,Latn,ms
Doraemon,Doraemon,tv shows,False,Malay,Latn,ms
Sepet,Sepet,movies,True,Malay,Latn,ms
Final Fantasy,Final Fantasy,video games,False,Malay,Latn,ms
Ola Bola,Ola Bola,movies,True,Malay,Latn,ms
The God of Small Things,The God of Small Things,books,False,Malay,Latn,ms
Upin & Ipin,Upin & Ipin,tv shows,True,Malay,Latn,ms
"Crouching Tiger, Hidden Dragon","Crouching Tiger, Hidden Dragon",movies,False,Malay,Latn,ms
ഹരി പോട്ടർ,Harry Potter,books,False,Malayalam,Mlym,ml
പിന്ഗുയിൽ,Pingu,tv shows,False,Malayalam,Mlym,ml
അവതാർ,Avatar,movies,False,Malayalam,Mlym,ml
പോക്കേമോൺ,Pokemon,video games,False,Malayalam,Mlym,ml
ബാർമി,Barbie,books,False,Malayalam,Mlym,ml
നീരജ്ജി,Niranjana,tv shows,True,Malayalam,Mlym,ml
കെട്ടിയാത്ര,Kettiyathra,movies,True,Malayalam,Mlym,ml
മുത്തായന്,Muttayanu,video games,True,Malayalam,Mlym,ml
രാജാവ്,Rajavu,movies,True,Malayalam,Mlym,ml
കാൻഡമാണ്,Kandaman,video games,True,Malayalam,Mlym,ml
ഹാരിസ്പോട്ടർ,HariSpotter,books,True,Malayalam,Mlym,ml
തുമ്ബൻകള്,ThumbanKal,tv shows,True,Malayalam,Mlym,ml
അർക്കാ,Arka,video games,True,Malayalam,Mlym,ml
അർക്കാ,Arka,movies,True,Malayalam,Mlym,ml
അർക്കാ,Arka,tv shows,True,Malayalam,Mlym,ml
കമബ്യൂസ്,Cambridge,books,False,Malayalam,Mlym,ml
അർക്കാ,Arka,video games,True,Malayalam,Mlym,ml
അർക്കാ,Arka,movies,True,Malayalam,Mlym,ml
പിൽപിൾ,PillPill,tv shows,True,Malayalam,Mlym,ml
അർക്കാ,Arka,books,True,Malayalam,Mlym,ml
ग्रे कर्नर,Gray's Anatomy,tv show,False,Marathi,Deva,mr
रॉकी,Rocky,movie,False,Marathi,Deva,mr
टाइगर किंग,Tiger King,tv show,False,Marathi,Deva,mr
बलवंत,Balvant,tv show,True,Marathi,Deva,mr
अलादीन,Aladdin,movie,False,Marathi,Deva,mr
गद्दार,Gaddar,book,True,Marathi,Deva,mr
हालो,Halo,video game,False,Marathi,Deva,mr
आईरन मॅन,Iron Man,movie,False,Marathi,Deva,mr
सौंगता दरा साखरा,Saukat Dara Sakara,movie,True,Marathi,Deva,mr
उपवास,Upvas,book,True,Marathi,Deva,mr
बाळगाव,Balgav,tv show,True,Marathi,Deva,mr
हरी पॉटर,Harry Potter,book,False,Marathi,Deva,mr
चव्हाण,Chavhan,book,True,Marathi,Deva,mr
फिफा,FIFA,video game,False,Marathi,Deva,mr
गेम ऑफ थ्रोन्स,Game of Thrones,tv show,False,Marathi,Deva,mr
पोकेमोन,Pokemon,video game,False,Marathi,Deva,mr
सुखाचा शुधीर,Sukhacha Sudhir,movie,True,Marathi,Deva,mr
द प्रिंसेस डायरीज़,The Princess Diaries,book,False,Marathi,Deva,mr
लेगो स्टार वार्स,Lego Star Wars,video game,False,Marathi,Deva,mr
विक्रम वेटला,Vikram Vetal,tv show,True,Marathi,Deva,mr
Космоги,Star Wars,movie,False,Mongolian,Cyrl,mn
Стрипика,Stranger Things,tv show,False,Mongolian,Cyrl,mn
Хонгил,The Hobbit,book,False,Mongolian,Cyrl,mn
Эвийн төлөөх,The Avengers,movie,False,Mongolian,Cyrl,mn
Самбартай болгох,The Flash,tv show,False,Mongolian,Cyrl,mn
Царайн уурхай,The Crown,tv show,False,Mongolian,Cyrl,mn
Борт буудлагч,The Departed,movie,False,Mongolian,Cyrl,mn
Дан бууцууд,Ocean's Eleven,movie,False,Mongolian,Cyrl,mn
Тэрэлч,Avatar,movie,False,Mongolian,Cyrl,mn
Есөн бүгд,Twilight,book,False,Mongolian,Cyrl,mn
Залуусын цаг,The Witcher,video game,False,Mongolian,Cyrl,mn
Морь,The Hunger Games,book,False,Mongolian,Cyrl,mn
Жонуудын дурсамж,Fantastic Beasts,movie,False,Mongolian,Cyrl,mn
Тургондын хүн,Sherlock Holmes,tv show,False,Mongolian,Cyrl,mn
Улаан бургат,Red Dead Redemption,video game,False,Mongolian,Cyrl,mn
Сорогч,Lord of the Rings,book,False,Mongolian,Cyrl,mn
Гүнд,Game of Thrones,tv show,False,Mongolian,Cyrl,mn
Монгоол,Mongol,movie,True,Mongolian,Cyrl,mn
Миргүүлэлтүүдийн үсэг,The Mortal Instruments,book,False,Mongolian,Cyrl,mn
Онгон гол,The Pianist,movie,False,Mongolian,Cyrl,mn
दी हंगर गेम्स,The Hunger Games,books,False,Nepali,Deva,ne
जेम्स बॉंड,James Bond,movies,False,Nepali,Deva,ne
दी गोन गर्ल,Gone Girl,books,False,Nepali,Deva,ne
वाल्ड ऑफ वारक्राफ्ट,World of Warcraft,video games,False,Nepali,Deva,ne
दी लॉर्ड ऑफ द रिंग्स,The Lord of the Rings,movies,False,Nepali,Deva,ne
दी ओफिस,The Office,tv shows,False,Nepali,Deva,ne
दी विचर,The Witcher,video games,False,Nepali,Deva,ne
मन्डलोरियन,The Mandalorian,tv shows,False,Nepali,Deva,ne
कान्डो,Candle,books,True,Nepali,Deva,ne
मर्डर से बेटर,"Murder, She Wrote",tv shows,False,Nepali,Deva,ne
ओवरवाच,Overwatch,video games,False,Nepali,Deva,ne
सुपरक्विज़,The Super Twins,books,True,Nepali,Deva,ne
दीप ाइन द डार्कनेस,Dying Light,video games,False,Nepali,Deva,ne
महाभारत,Mahabharata,tv shows,True,Nepali,Deva,ne
रामायण,Ramayana,books,True,Nepali,Deva,ne
लास्ट ऑफ अस,The Last of Us,video games,False,Nepali,Deva,ne
मलिका हेल्स,Maleficent,movies,False,Nepali,Deva,ne
डॉक्टर हुँटर,Doctor Who,tv shows,False,Nepali,Deva,ne
हर्री पोटर,Harry Potter,books,False,Nepali,Deva,ne
अवतार,Avatar,movies,False,Nepali,Deva,ne
Fortnite,Fortnite,video games,False,Norwegian (Bokmål),Latn,no
The Witcher,The Witcher,books,False,Norwegian (Bokmål),Latn,no
Game of Thrones,Game of Thrones,tv shows,False,Norwegian (Bokmål),Latn,no
The Lord of the Rings,The Lord of the Rings,books,False,Norwegian (Bokmål),Latn,no
Assassin's Creed,Assassin's Creed,video games,False,Norwegian (Bokmål),Latn,no
Harry Potter,Harry Potter,books,False,Norwegian (Bokmål),Latn,no
Moomins,Moomins,books,True,Norwegian (Bokmål),Latn,no
Anne of Green Gables,Anne of Green Gables,books,False,Norwegian (Bokmål),Latn,no
Stranger Things,Stranger Things,tv shows,False,Norwegian (Bokmål),Latn,no
Norse Mythology,Norse Mythology,books,True,Norwegian (Bokmål),Latn,no
Skam,Skam,tv shows,True,Norwegian (Bokmål),Latn,no
Vikings,Vikings,tv shows,True,Norwegian (Bokmål),Latn,no
Frozen,Frozen,movies,True,Norwegian (Bokmål),Latn,no
The Last Kingdom,The Last Kingdom,tv shows,False,Norwegian (Bokmål),Latn,no
The Snowman,The Snowman,books,True,Norwegian (Bokmål),Latn,no
Skjelvet,The Quake,movies,True,Norwegian (Bokmål),Latn,no
Minecraft,Minecraft,video games,False,Norwegian (Bokmål),Latn,no
The Bridge,The Bridge,tv shows,True,Norwegian (Bokmål),Latn,no
The Hunger Games,The Hunger Games,books,False,Norwegian (Bokmål),Latn,no
The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo,books,False,Norwegian (Bokmål),Latn,no
The Witcher,The Witcher,books,False,Norwegian (Nynorsk),Latn,nn
Hodejegerne,Headhunters,movies,True,Norwegian (Nynorsk),Latn,nn
Draugen,Draugen,video games,True,Norwegian (Nynorsk),Latn,nn
Harry Potter,Harry Potter,books,False,Norwegian (Nynorsk),Latn,nn
Kampen om Tungtvannet,The Heavy Water War,tv shows,True,Norwegian (Nynorsk),Latn,nn
Skam,Shame,tv shows,True,Norwegian (Nynorsk),Latn,nn
Hverdagsmysterier,Everyday Mysteries,tv shows,True,Norwegian (Nynorsk),Latn,nn
Vedergall,Game of Thrones,tv shows,False,Norwegian (Nynorsk),Latn,nn
Død snø,Dead Snow,movies,True,Norwegian (Nynorsk),Latn,nn
Ringenes Herre,The Lord of the Rings,books,False,Norwegian (Nynorsk),Latn,nn
Sult,Hunger,books,True,Norwegian (Nynorsk),Latn,nn
Assassin's Creed,Assassin's Creed,video games,False,Norwegian (Nynorsk),Latn,nn
Trolljegeren,Trollhunter,movies,True,Norwegian (Nynorsk),Latn,nn
Kon-Tiki,Kon-Tiki,movies,True,Norwegian (Nynorsk),Latn,nn
Okkupert,Occupied,tv shows,True,Norwegian (Nynorsk),Latn,nn
Unravel,Unravel,video games,False,Norwegian (Nynorsk),Latn,nn
Assimilator,Assimilator,video games,True,Norwegian (Nynorsk),Latn,nn
Max Manus,Max Manus: Man of War,movies,True,Norwegian (Nynorsk),Latn,nn
Broen,The Bridge,tv shows,True,Norwegian (Nynorsk),Latn,nn
The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo,books,False,Norwegian (Nynorsk),Latn,nn
L'Informèr,The Informer,movie,True,Occitan,Latn,oc
Les Raïons X,The X-Files,tv show,False,Occitan,Latn,oc
Jòcs de Tron,Tron,movie,False,Occitan,Latn,oc
La Vala d'o Paurós,The Valley of Fear,book,True,Occitan,Latn,oc
Lo Tròs de Fèges,The Lord of the Flies,book,False,Occitan,Latn,oc
L'Ensenhador de Berlin,The Teacher,tv show,True,Occitan,Latn,oc
Harry Potter,Harry Potter,book,False,Occitan,Latn,oc
L'orror a Arkham,The Call of Cthulhu,tabletop game,False,Occitan,Latn,oc
Game of Thrones,Game of Thrones,tv show,False,Occitan,Latn,oc
La Muntanha del Rujat Inexorable,The Mountain of Inexorable Truth,book,True,Occitan,Latn,oc
Assassin's Creed,Assassin's Creed,video game,False,Occitan,Latn,oc
Los Jocs de Totes Galàxies,The Hunger Games,book,False,Occitan,Latn,oc
Lo Seinh de l'Anèl,The Lord of the Rings,book,False,Occitan,Latn,oc
La Guèrra de las Galàxies,Star Wars,movie,False,Occitan,Latn,oc
Dragon Ball,Dragon Ball,anime,False,Occitan,Latn,oc
La Sèrie de la Magix,The Magicians,tv show,False,Occitan,Latn,oc
Leis Aventuras de Sherlock Holmes,The Adventures of Sherlock Holmes,book,False,Occitan,Latn,oc
Los Simpsons,The Simpsons,tv show,False,Occitan,Latn,oc
La Fèsta de Backyardigans,The Backyardigans,tv show,False,Occitan,Latn,oc
Les Aventuras de Tintin,The Adventures of Tintin,comic book,False,Occitan,Latn,oc
فیلم بادبزن وکیل شهر,The Wind Blows Free Movie,movies,True,Persian,Arab,fa
کتاب شیطان,The Devil Book,books,False,Persian,Arab,fa
بازی شاهزاده دوران,Prince of Persia: Warrior Within,video games,False,Persian,Arab,fa
کتاب هنر اعتماد به نفس,The Art of Self-Confidence Book,books,True,Persian,Arab,fa
سریال تختخواب,Takh-e-Bazi TV Series,tv shows,True,Persian,Arab,fa
بازی مهتاب,Silent Hill,video games,False,Persian,Arab,fa
فیلم سرگذشت ایران ناز,Saga of the Iranian Down,movies,True,Persian,Arab,fa
برنامه تلویزیونی شبی که ماه کامل شد,The Night the Moon was Full TV Series,tv shows,True,Persian,Arab,fa
بازی پرنس اوف پرشیا: شهزاده زمان,Prince of Persia: The Sands of Time,video games,False,Persian,Arab,fa
فیلم شهرزاد,Shahrzad,movies,True,Persian,Arab,fa
کتاب خاطرات یک دختر ۱۶ ساله,The Diary of a 16 Year Old Girl,books,True,Persian,Arab,fa
مجموعه ۲۳ قانون موفقیت,The 23 Laws of Success,books,False,Persian,Arab,fa
بازی سندباد,Prince of Persia,video games,False,Persian,Arab,fa
فیلم وزیر,The Wazir,movies,True,Persian,Arab,fa
دنیای قبل از تاریخ,Prehistoric Park,tv shows,False,Persian,Arab,fa
بازی تاج و تخت,Game of Thrones,tv shows,False,Persian,Arab,fa
رستم و سهراب,Rostam and Sohrab,books,True,Persian,Arab,fa
هری پاتر,Harry Potter,books,False,Persian,Arab,fa
شاهنامه,Shahnameh,books,True,Persian,Arab,fa
سریال مورتال کامبت,Mortal Kombat Series,tv shows,False,Persian,Arab,fa
The Last of Us,The Last of Us,video games,False,Polish,Latn,pl
Stranger Things,Stranger Things,tv shows,False,Polish,Latn,pl
W pustyni i w puszczy,In Desert and Wilderness,books,True,Polish,Latn,pl
Dzieci Z Bullerbyn,Children of Noisy Village,books,True,Polish,Latn,pl
Gwiezdne wojny,Star Wars,movies,False,Polish,Latn,pl
Cyberpunk 2077,Cyberpunk 2077,video games,False,Polish,Latn,pl
Pan Wołodyjowski,Colonel Wolodyjowski,books,True,Polish,Latn,pl
Książę Czartoryski,The Prince of Czartoryski,books,True,Polish,Latn,pl
Rick and Morty,Rick and Morty,tv shows,False,Polish,Latn,pl
Assassin's Creed,Assassin's Creed,video games,False,Polish,Latn,pl
Krzyżacy,The Teutonic Knights,books,True,Polish,Latn,pl
Zaklinacz koni,The Horse Whisperer,books,False,Polish,Latn,pl
Star Wars,Star Wars,movies,False,Polish,Latn,pl
Wataha,The Pack,tv shows,True,Polish,Latn,pl
Metro 2033,Metro 2033,books,False,Polish,Latn,pl
Władca Pierścieni,The Lord of the Rings,books,False,Polish,Latn,pl
Gra o tron,Game of Thrones,tv shows,False,Polish,Latn,pl
Wiedźmin,The Witcher,books,True,Polish,Latn,pl
Harry Potter,Harry Potter,books,False,Polish,Latn,pl
Seksmisja,Sexmission,movies,True,Polish,Latn,pl
Piratas das Caraíbas,Pirates of the Caribbean,movies,False,Portuguese,Latn,pt
Avatar,Avatar,movies,False,Portuguese,Latn,pt
Star Wars,Star Wars,movies,False,Portuguese,Latn,pt
O Senhor dos Anéis,The Lord of the Rings,movies,False,Portuguese,Latn,pt
Vikings,Vikings,tv shows,False,Portuguese,Latn,pt
Narcos,Narcos,tv shows,False,Portuguese,Latn,pt
Senhor dos Anéis,The Lord of the Rings,books,False,Portuguese,Latn,pt
A Culpa é das Estrelas,The Fault in Our Stars,books,True,Portuguese,Latn,pt
A Guerra dos Tronos,A Song of Ice and Fire,books,False,Portuguese,Latn,pt
Game of Thrones,Game of Thrones,tv shows,False,Portuguese,Latn,pt
Harry Potter,Harry Potter,books,False,Portuguese,Latn,pt
The Witcher,The Witcher,books,False,Portuguese,Latn,pt
La Casa de Papel,Money Heist,tv shows,False,Portuguese,Latn,pt
Pedro e Inês,Pedro and Inês,books,True,Portuguese,Latn,pt
The Last of Us,The Last of Us,video games,False,Portuguese,Latn,pt
Assassin's Creed,Assassin's Creed,video games,False,Portuguese,Latn,pt
"Papers, Please","Papers, Please",video games,False,Portuguese,Latn,pt
As Crónicas de Gelo e Fogo,A Song of Ice and Fire,books,True,Portuguese,Latn,pt
Iberia,Iberia,books,True,Portuguese,Latn,pt
O Conde de Abranhos,The Count of Abranhos,books,True,Portuguese,Latn,pt
ਰਾਮਾਇਣ,Ramayana,books,True,Punjabi,Guru,pa
ਲੰਡੋਂ ਪਾਪਰ,London Papar,tv shows,True,Punjabi,Guru,pa
ਦੇਸੀ ਬੋਲ,Desi Bool,tv shows,True,Punjabi,Guru,pa
ਮਿਡਨਾਈਟ ਸਨਾਃਪ,Midnight Sun,books,False,Punjabi,Guru,pa
ਵਿਕਾਇਲ ਪੈਰਾਗਾਨਸ,Vikail Peragans,video games,False,Punjabi,Guru,pa
ਮ਼ਰਂਤੂ ਦੇ ਖੇਤ,Marantu De Khet,tv shows,True,Punjabi,Guru,pa
ਹੈਰੀ ਪੋਟਰ,Harry Potter,books,False,Punjabi,Guru,pa
ਸੈਂਪਸਨ,Simpsons,tv shows,False,Punjabi,Guru,pa
ਦਿਲ ਵਿੱਚ ਸੱਡਾ,Dilwale Dulhania Le Jayenge,movies,True,Punjabi,Guru,pa
ਵਾਰਕਰਾਫਟ,Warcraft,video games,False,Punjabi,Guru,pa
ਗੋਨ ਵਿਥ ਦੀ ਵਿੰਡ,Gone with the Wind,books,False,Punjabi,Guru,pa
ਪੁਲਾ ਭਾਤ,Pula Bhath,food,True,Punjabi,Guru,pa
ਸ੍ਰੀਗੁਰੂ ਗ੍ਰੰਥ ਸਾਹਿਬ,Sri Guru Granth Sahib,books,True,Punjabi,Guru,pa
ਲਵ ਸਟੋਰੀ,Love Story,movies,False,Punjabi,Guru,pa
ਬਾਈਬਲ,Bible,books,False,Punjabi,Guru,pa
ਸਿੰਗੂਡਾ ਦੀ ਬੂਟੀ,Singham,movies,True,Punjabi,Guru,pa
ਵੈੱਨਡਰ ਵੁਮਨ,Wonder Woman,movies,False,Punjabi,Guru,pa
ਰਾਮਚਰਿਤ ਮਾਨਸ,Ramcharit Manas,books,True,Punjabi,Guru,pa
ਪੰਜਾਬੀ ਪੁਲਾਭ,Punjabi Pulav,food,True,Punjabi,Guru,pa
ਗਾਗਸਿੰਗ ਰਾ ਭਾਗਛਾਨ,Gagsing Ra Bhagchhan,tv shows,True,Punjabi,Guru,pa
Harry Potter,Harry Potter,books,False,Romanian,Latn,ro
Pădurea spânzuraților,The Forest of the Hanged,books,True,Romanian,Latn,ro
Assassin's Creed,Assassin's Creed,video games,False,Romanian,Latn,ro
The Walking Dead,The Walking Dead,tv shows,False,Romanian,Latn,ro
Amintiri din copilărie,Childhood Memories,books,True,Romanian,Latn,ro
Super Mario,Super Mario,video games,False,Romanian,Latn,ro
Casa de sticlă,The Glass Castle,books,False,Romanian,Latn,ro
Să nu mă părăsești,Don't Leave Me,tv shows,True,Romanian,Latn,ro
Frumoasa și Bestia,Beauty and the Beast,movies,False,Romanian,Latn,ro
Război și pace,War and Peace,books,False,Romanian,Latn,ro
Game of Thrones,Game of Thrones,tv shows,False,Romanian,Latn,ro
Let the Right One In,Let the Right One In,movies,False,Romanian,Latn,ro
Peaky Blinders,Peaky Blinders,tv shows,False,Romanian,Latn,ro
Ultimul mohican,The Last of the Mohicans,books,False,Romanian,Latn,ro
La La Land,La La Land,movies,False,Romanian,Latn,ro
Cercul de foc,Ring of Fire,books,True,Romanian,Latn,ro
Poveste de cartier,Neighborhood Story,tv shows,True,Romanian,Latn,ro
Cântec de gheață și foc,A Song of Ice and Fire,books,False,Romanian,Latn,ro
The Lord of the Rings,The Lord of the Rings,books,False,Romanian,Latn,ro
Vara s-a sfârșit,Summer has ended,books,True,Romanian,Latn,ro
Гарри Поттер,Harry Potter,books,False,Russian,Cyrl,ru
Игра престолов,Game of Thrones,tv shows,False,Russian,Cyrl,ru
Мстители,The Avengers,movies,False,Russian,Cyrl,ru
Ведьмак,The Witcher,video games,False,Russian,Cyrl,ru
Сталкер,Stalker,video games,True,Russian,Cyrl,ru
Анна Каренина,Anna Karenina,books,True,Russian,Cyrl,ru
Три товарища,Three Comrades,books,True,Russian,Cyrl,ru
Декамерон,The Decameron,books,False,Russian,Cyrl,ru
Шерлок Холмс,Sherlock Holmes,books,False,Russian,Cyrl,ru
Человек-паук,Spider-Man,movies,False,Russian,Cyrl,ru
Звездные войны,Star Wars,movies,False,Russian,Cyrl,ru
Форсаж,The Fast and the Furious,movies,False,Russian,Cyrl,ru
Властелин колец,The Lord of the Rings,books,False,Russian,Cyrl,ru
Друзья,Friends,tv shows,False,Russian,Cyrl,ru
Ведьмак 3: Дикая Охота,The Witcher 3: Wild Hunt,video games,False,Russian,Cyrl,ru
Wiedźmin 3: Dziki Gon,The Witcher 3: Wild Hunt (Polish version),video games,False,Russian,Cyrl,ru
Игра престолов: Игра,Game of Thrones: The Game,video games,False,Russian,Cyrl,ru
Метро 2033,Metro 2033,books,True,Russian,Cyrl,ru
Солярис,Solaris,movies,True,Russian,Cyrl,ru
Республика ШКИД,Respublika SHKID,tv shows,True,Russian,Cyrl,ru
Trainspotting,Trainspotting,movies,True,Scots,Latn,sco
Scottish Clans,Scottish Clans,books,True,Scots,Latn,sco
Whisky Galore!,Whisky Galore!,movies,True,Scots,Latn,sco
The Crown,The Crown,tv shows,False,Scots,Latn,sco
Iain Banks,Iain Banks,books,True,Scots,Latn,sco
Assassin's Creed,Assassin's Creed,video games,False,Scots,Latn,sco
Filth,Filth,movies,True,Scots,Latn,sco
Downton Abbey,Downton Abbey,tv shows,False,Scots,Latn,sco
The Prime of Miss Jean Brodie,The Prime of Miss Jean Brodie,books,True,Scots,Latn,sco
Fallout,Fallout,video games,False,Scots,Latn,sco
Local Hero,Local Hero,movies,True,Scots,Latn,sco
Sherlock,Sherlock,tv shows,False,Scots,Latn,sco
Harry Potter,Harry Potter,books,False,Scots,Latn,sco
Outlander,Outlander,tv shows,False,Scots,Latn,sco
Braveheart,Braveheart,movies,True,Scots,Latn,sco
Grand Theft Auto,Grand Theft Auto,video games,False,Scots,Latn,sco
Val McDermid,Val McDermid,books,True,Scots,Latn,sco
Doctor Who,Doctor Who,tv shows,False,Scots,Latn,sco
The Elder Scrolls,The Elder Scrolls,video games,False,Scots,Latn,sco
Jackie Kay,Jackie Kay,books,True,Scots,Latn,sco
Downton Abbey,Downton Abbey,tv shows,False,Serbian,Cyrl/Latn,sr
Prijatelji,Friends,tv shows,False,Serbian,Cyrl/Latn,sr
Nocna ptica,Night Bird,books,True,Serbian,Cyrl/Latn,sr
Troja,Troy,movies,False,Serbian,Cyrl/Latn,sr
Ljubav je na selu,Love is in the Village,tv shows,True,Serbian,Cyrl/Latn,sr
Prokleti zivot,Cursed Life,books,True,Serbian,Cyrl/Latn,sr
Peaky Blinders,Peaky Blinders,tv shows,False,Serbian,Cyrl/Latn,sr
Vojna akademija,Military Academy,tv shows,True,Serbian,Cyrl/Latn,sr
Na rubu zaborava,On the Edge of Oblivion,tv shows,True,Serbian,Cyrl/Latn,sr
Dvojnici,Doppelgangers,books,True,Serbian,Cyrl/Latn,sr
The Witcher,The Witcher,video games,False,Serbian,Cyrl/Latn,sr
Ljubavni romani,Romance Novels,books,True,Serbian,Cyrl/Latn,sr
Sablja istine,The Sword of Truth,books,False,Serbian,Cyrl/Latn,sr
Igra prestola,Game of Thrones,tv shows,False,Serbian,Cyrl/Latn,sr
Vukodlaci,Werewolves,books,True,Serbian,Cyrl/Latn,sr
Serijal o Vampirima,The Vampire Diaries,tv shows,False,Serbian,Cyrl/Latn,sr
Harry Potter,Harry Potter,books,False,Serbian,Cyrl/Latn,sr
Game of Thrones,Game of Thrones,tv shows,False,Serbian,Cyrl/Latn,sr
Vampire Chronicles,Vampire Chronicles,books,False,Serbian,Cyrl/Latn,sr
Pazi sta zelis,Be Careful What You Wish For,movies,False,Serbian,Cyrl/Latn,sr
Ubisoftov Assassin's Creed,Assassin's Creed by Ubisoft,video games,False,Serbo-Croatian,Latn,sh
Moj mali poni,My Little Pony,tv shows,False,Serbo-Croatian,Latn,sh
Na kraju svijeta,At World's End,movies,True,Serbo-Croatian,Latn,sh
Igra prijestolja,Game of Thrones,tv shows,False,Serbo-Croatian,Latn,sh
Gospodar prstenova,Lord of the Rings,movies,False,Serbo-Croatian,Latn,sh
Vojna akademija,Military Academy,tv shows,True,Serbo-Croatian,Latn,sh
Candy Crush,Candy Crush,video games,False,Serbo-Croatian,Latn,sh
Osveta,Revenge,tv shows,True,Serbo-Croatian,Latn,sh
Koreni,Roots,tv shows,True,Serbo-Croatian,Latn,sh
Igre gladi,The Hunger Games,books,False,Serbo-Croatian,Latn,sh
The Last of Us,The Last of Us,video games,False,Serbo-Croatian,Latn,sh
Sumrak saga,Twilight Saga,books,False,Serbo-Croatian,Latn,sh
Čarobnjakov vještak,The Wizard's Apprentice,books,True,Serbo-Croatian,Latn,sh
Senzacija,Sensation,tv shows,True,Serbo-Croatian,Latn,sh
Grand Theft Auto,Grand Theft Auto,video games,False,Serbo-Croatian,Latn,sh
Zakon braće,Entourage,tv shows,False,Serbo-Croatian,Latn,sh
Harry Potter,Harry Potter,books,False,Serbo-Croatian,Latn,sh
Pokretački program za igre,Game Dev Story,video games,False,Serbo-Croatian,Latn,sh
Legendarna škola,Legendary School,books,True,Serbo-Croatian,Latn,sh
Razbijeni,Shattered,books,True,Serbo-Croatian,Latn,sh
Minecraft,Minecraft,video games,False,Simple English,Latn,simple
Doctor Who,Doctor Who,tv shows,False,Simple English,Latn,simple
