Question,Answer,Class
What are the benefits available under Life Option,Under this option your nominee will get a Lump sum Benefit on death or diagnosis of Terminal Illness. Your future premiums will be waived upon Accidental Total Permanent Disability. These benefits are available under all plan options,insurance
What does 3D stand for in HDFC Life Click 2 Protect 3D Plus,"3D stands for Death, Disease & Disability. HDFC Life Click 2 Protect 3D Plus is a comprehensive term plan that provides protection against these 3D's.",insurance
Do I need to have Auto Insurance,"Yes, the Motor Vehicle Act states that every motor vehicle plying on the road has to be insured with a Liability Only policy at the very least.",insurance
Do I need to lodge an FIR in case of an accident,"You will need to lodge an FIR in the following circumstances: Any third party personal injury or death due to an accident involving your vehicle Any personal injury or death of a paid driver Any personal injury or death of an owner-driver Any personal injury or death of a passenger Any third party property damage Theft of the entire vehicle Theft of accessories, stereo-recorders, other vehicle parts",insurance
"During the policy period, if I add accessories like a music system in my vehicle, are they also covered","Yes, they will be, as long as you make a written request to us with a description of the accessory along with its value. You may also have to pay an additional premium.",insurance
What is IDV (Insured’s Declared Value),"The Insured's Declared Value (IDV) of the vehicle will be deemed to be the 'SUM INSURED' and it will be fixed at the commencement of each policy period for each insured vehicle. The IDV of the vehicle is to be fixed on the basis of the manufacturer’s listed selling price of the brand and model as the vehicle proposed for insurance at the commencement of insurance/renewal, and adjusted for depreciation (as per the schedule specified below). The IDV of the side car and/or accessories, if any, filled to the vehicle but not included in the manufacturer’s listed selling price of the vehicle is also likewise to be fixed. Age of the vehicles % depreciation to fix IDV Not exceeding 6 months 5% Exceeding 6 months but not exceeding 1 year 15% Exceeding 1 year but not exceeding 2 years 20% Exceeding 2 years but not exceeding 3 years 30% Exceeding 3 years but not exceeding 4 years 40% Exceeding 4 years but not exceeding 5 years 50%",insurance
What is salvage and what happens to it,"Salvage refers to discarded parts that are damaged beyond repair and need to be replaced. If these parts have no economic value (broken glass, torn plastic, rubber parts), they are thrown away. However, parts like doors, panels, petrol tanks, front forks, etc. do have a residual commercial value. To avoid recycling of such parts that may be repaired and sold as new, these need to be destroyed to prevent malpractices by unethical workshops.",insurance
What documents do I need to submit when buying Insurance for my vehicle,"All you need to submit is a signed proposal form, in certain cases you have to submit some additional documents, if required.",insurance
Are there any specific exclusions under a Motor Policy,"The following are not covered under a Motor Policy: Wear and Tear Mechanical or Electrical Breakdown, failure Depreciation, any consequential loss Driving under the influence of liquor or drugs Loss or damage attributable to war, mutiny, nuclear risks Any contractual liability View more",insurance
Can I buy a Motor Insurance policy online,"Yes, you can purchase an HDFC ERGO Motor Insurance policy online by using your Credit Card or online bank account.",insurance
Can I pay the premium for my Auto Insurance in instalments,"No, the law (Insurance Act, 1938) does not permit us to accept your Auto Insurance premiums in instalments.",insurance
Can I renew my Motor policy online,"Yes, you can renew your HDFC ERGO Motor Insurance policy online by using your Credit Card or bank account.",insurance
Can I renew other insurer policies with HDFC ERGO online,Yes. You just have to log on to www.hdfcbank.com and provide minimum details of your expiring policy and buy an HDFC ERGO Motor Insurance policy online. Also avail benefits of the No Claim Bonus earned by you in full.,insurance
How is the premium for Motor Insurance calculated,"The premium is calculated based on the Make and Model of your vehicle, its age, place of registration, fuel type and Insured Declared Value (IDV). The premium is also subject to certain deductions based on the insured’s age and occupation and the No Claim Bonus earned by the insured during the policy period. You will need to submit documents or particulars to avail of these discounts. In case you want extended coverage – for Personal Accident, Electrical/Non-Electrical Accessories, etc. you may have to pay an additional premium of the same.",insurance
What is a Motor Insurance cover note,A cover note is a temporary insurance document establishing proof of Insurance with which you can register your vehicle. A cover note is valid for 60 days from the date of its issuance and is replaced by an Insurance policy.,insurance
What documents need to be submitted when I make a claim under my Motor Insurance policy,"You will need to submit a claim form along with the following: A copy of the vehicle's registration book A copy of the driving licence of the person driving the vehicle at the time of the accident An estimate of the repairs A copy of the police FIR/panchnama in case of theft or any third party personal injury/death or property damage If the vehicle is declared a total loss, either due to an accident or theft, you will also have to provide the following documents – RTO transfer papers, original RC book, original Insurance policy, the vehicle’s original keys, a No Objection Certificate from you to transfer of the vehicle, a letter of indemnity on judicial stamp paper and a letter of subrogation on judicial stamp paper.",insurance
Will HDFC ERGO General Insurance give me an advance on the basis of a damage estimate under the Motor Insurance policies,"No, your vehicle must first be repaired, after which we will reimburse the amount payable to you or pay the garage directly in the case of cashless settlement under your policy.",insurance
What if I misplace my Motor Insurance policy document,Call our toll-free helpline 1800-2-700-700 and we’ll advise you how to proceed. You may have to pay a small fee for a duplicate policy.,insurance
What is meant by total loss under the Motor Insurance policy,Total loss means accidental damage to your vehicle where the cost of repair amounts to more than 75% of the IDV on your policy.,insurance
What is a No Claim Bonus (NCB) under a Motor Insurance policy,"It is a discount in the own damage premium payable when renewing your policy after a claim-free year. It is an incentive for driving carefully and avoiding accidents. The No Claim Bonus on all types of vehicles, and the discount is as follows: All Vehicles % discount on Own Damage premium No claim made or pending during the preceding full year of insurance 20% No claim made or pending during the preceding 2 consecutive years of insurance 25% No claim made or pending during the preceding 3 consecutive years of insurance 35% No claim made or pending during the preceding 4 consecutive years of insurance 45% No claim made or pending during the preceding 5 consecutive years of insurance 50%",insurance
What is HDFC ERGO General Insurance role in a third party injury/property damage suit,"We will handle the legal suit from the moment you receive a notification till the case is resolved. We will either settle the case out of court or actively defend the matter at the Motor Accident Claims Tribunal. Your co-operation will be essential in gathering the necessary documents and preparing a defence – viz. vehicle registration papers, driving licence of the person driving the vehicle, police FIR and panchnama, vakalatnama signed by you, your written statement as to the facts of the accident. We will also take care of legal liability and costs awarded by the tribunal. However, we will not be able to help you in the following situations: Where your insurance policy is not valid, either because it has expired or because the cheque for your premium has been dishonoured. The person driving the vehicle at the time of the accident was under the influence of drugs or alcohol. The person driving the vehicle at the time of the accident did not hold a valid driving licence to drive the said vehicle. View more",insurance
What are the different classes of vehicles which can be insured by HDFC ERGO,We can provide both Comprehensive and Liability Only Policies for all classes of vehicles mentioned below: Private Car Two Wheelers Commercial Vehicles Goods Carrying Vehicles (GCV) Trailers Passenger Carrying Vehicles (PCV) Miscellaneous and Special Types of Vehicles,insurance
How do I renew my Commercial Vehicle Insurance policy,We will send you a renewal notice well in advance of your policy expiry date. You need to confirm acceptance of renewal and send your cheque for the premium to us at our correspondence address. You can also renew your policy through the dealer/agent from where you initially bought your policy.,insurance
What are the different types of Personal Accident Covers available for drivers and passengers,"An owner driver is given Personal Accident Cover up to Rs. 2 lakhs (for cars)/ Rs. 1 lakh (for two-wheelers). This cover can also be extended to paid drivers and persons travelling in the vehicle, on a named and unnamed basis.",insurance
What are the different types of  Commercial Vehicle Insurance available,"There are two types of covers available: Liability Cover Only – This insures you against any legal liability following an accident involving your vehicle. It does not cover any damage to your vehicle.Package Cover – This insures all liabilities, as per the Motor Vehicle Act and damages cause to your vehicle.",insurance
What are the different types of  Commercial Vehicle Insurance available,"There are two types of covers available: Liability Cover Only – This insures you against any legal liability following an accident involving your vehicle. It does not cover any damage to your vehicle.Package Cover – This insures all liabilities, as per the Motor Vehicle Act and damages cause to your vehicle.",insurance
What are the different types of Personal Accident Covers available for drivers and passengers,"An owner driver is given Personal Accident Cover up to Rs. 2 lakhs (for cars)/ Rs. 1 lakh (for two-wheelers). This cover can also be extended to paid drivers and persons travelling in the vehicle, on a named and unnamed basis.",insurance
How do I renew my Commercial Vehicle Insurance policy,We will send you a renewal notice well in advance of your policy expiry date. You need to confirm acceptance of renewal and send your cheque for the premium to us at our correspondence address. You can also renew your policy through the dealer/agent from where you initially bought your policy.,insurance
What are the different classes of vehicles which can be insured by HDFC ERGO,We can provide both Comprehensive and Liability Only Policies for all classes of vehicles mentioned below: Private Car Two Wheelers Commercial Vehicles Goods Carrying Vehicles (GCV) Trailers Passenger Carrying Vehicles (PCV) Miscellaneous and Special Types of Vehicles,insurance
Can HDFC Ergo Student Travel insurance suraksha policy be extended,The extension under the policy shall be provided subject to the following conditions: The original policy period has not expired The sum insured shall not be enhanced There is no claim during the original policy period Declaration of good health shall be provided by the insured Extension premium has to be paid before actual extension is affected The entire policy period along with Extension does not exceed 2 years Please note that extension on a policy can be availed only once during the risk period.,insurance
Cab sum assured be extended,The Sum Insured cannot be increased.,insurance
Can the policy be cancelled,"The policy may be cancelled via request on Email/Fax. The intimation of cancellation has to reach us within 14 days of policy issuance. If the policy has already incepted, a copy of all 40 pages of the passport needs to be submitted as a proof that the journey has not been undertaken. Cancellation charges of Rs. 250/- shall be applicable and the balance shall be refunded.",insurance
Where one can avail the claim form,"On registration of a claim, claim form will be sent to you by post, e-mail or fax along with the list of documents required for assessing the claim. The claim form is also available on our website.",insurance
What does “deductables” means,Deductible means the amount of a claim that has to be borne by the insured.,insurance
For how many days policy can be extended,The total policy period including extension should not exceed 2 years.,insurance
How Do I extend my HDFC Ergo Student Travel insurance surakshapolicy,Please send a request mail to [email protected] for extension of policy along with health declaration attached to it. You will receive a response from us with the detailed procedure and the additional premium amount.,insurance
When do I have to submit a medical exam,Any insured with an adverse medical history has to submit medical reports irrespective of the trip band.,insurance
What is the benefit under Hijack Distress Allowance,"If the Common Carrier in which the insured person is abroad is hijacked, the company agrees to pay compensation for every six continuous hours in excess of the deductible.",insurance
Is travel insurance mandatory,"Travel Insurance is not mandatory in India. However, it is mandatory in the UK and others countries including Austria, Greece, Portugal, Spain, France, Germany, Belgium, Luxembourg and the Netherlands. However, for a safe and peaceful trip, we recommend that you have a travel insurance policy no matter which country you are travelling to.",insurance
What are the various HDFC ERGO Travel Insurance policies,"HDFC ERGO provides coverage for Single Trip, Multiple Trip, Asia and a Family Floater Plan with various sums insured options to choose from.",insurance
What is covered under Delay of Checked Baggage,This will reimburse the insured person on the cost of replacement of articles if the Checked-in Baggage or Personal Documents are delayed or misdirected.,insurance
What is covered under the benefit Loss of Checked Baggage,This benefit will reimburse the insured person the cost of replacement of the articles if the Checked-in Baggage or Personal Documents are permanently damaged or lost.,insurance
Are ambulance charges covered under a Travel Policy,Emergency Medical Expenses include ambulance service (to and from the hospital).,insurance
Can a foreign national be covered under a Travel Policy,"A foreign national working in India, with an Indian employer of a multinational company, earning in INR can be covered subject to the verification of a Ration Card and IT verification.",insurance
Why do I require Travel Insurance,"Travel Insurance provides you and your family medical, financial and other assistance in case of an emergency or untoward circumstances while travelling on an International trip. No matter what the purpose of your travel, business or pleasure, you are safer with Overseas Travel Insurance that will protect you from unfortunate events such as loss or delay in checked-in baggage, loss or passport, a medical emergency or an accident.",insurance
Will a claim in a Travel Insurance policy be settled on return to India,"A claim will be settled once the insured returns to India, expect in the case of hospitalization.",insurance
Do I have to go through a medical exam for a Travel Insurance policy,"No, there is no medical exam required for anyone below the age of 70 years.",insurance
Can I claim under both Loss of Checked Baggage and Delay of Checked Baggage,"No, because if your baggage and/or personal belongings are lost later, then any amount claimed and paid to an insured person under the Baggage Delay Section will be deducted from any payment under the Baggage Loss Section.",insurance
What are the medical reports that need to be submitted to avail of Travel Insurance,"For any insured with an adverse history of: Blood Sugar PP and Fasting ECG Report with tracing Echo Cardiography report USG Whole Abdomen Any insured with any of these needs a doctor’s certificate with all details of past ailments and present medication, if any and a doctor’s certificate stating the insured is fit to travel. View more",insurance
What does Medical Repatriation and Evacuation cover under Travel Insurance,Emergency Medical Evacuation means the arrangement for transportation required to move an insured to the nearest hospital and Medical Repatriation means the arrangement for transportation required to move an insured to his/her country of residence following an emergency.,insurance
Can I avail of a cashless facility for hospitalisation under Travel Insurance,"Yes, we extend a cashless facility for hospitalisation.",insurance
Is loss of passport covered under Travel Insurance,"Yes, loss of passport is covered in the policy. It is covered under the benefit of ‘Loss of personal documents’. The assistance provider helps the insured contact the consular authorities and arrange for its replacement in the case of loss of passport.",insurance
Can be the Travel Insurance policy be cancelled,"The policy may be cancelled via request on email/fax, only if the journey has not commenced subject to premium retention of Rs. 250 (including Service Tax). A copy of the insured’s passport has to be submitted as proof. Any request for cancellation will be entertained not less than 14 days after the first date of insurance as indicated in the policy schedule.",insurance
Where can I get a claim form for Travel Insurance,"On registration of a claim, the claim form will be forwarded to you by mail, email or fax along with the intimation for the various documents required. The forms are also available on the website.",insurance
Does the Travel Insurance policy cover loss of cash/Credit Card,"The company is not liable to pay any benefit in respect of loss of cash, bank or currency notes, cheques, Debit or Credit Cards.",insurance
Can I be insured for a trip of any duration under the Travel Insurance policy,"Yes, our travel plans provide coverage for trips as short as 1 – 4 days.",insurance
Does the Travel Insurance policy cover pre-existing diseases,This policy does not cover pre-existing diseases. A pre-existing illness is one the insured is suffering from before buying the policy.,insurance
Can a Travel Insurance policy be extended,Extensions are applicable to original policies of 30 days or more and provided the policy is still in force.,insurance
Can the Travel Insurance plan coverage period be reduced,No refund is allowed after the start of the journey. No refund is allowed for curtailment of risk.,insurance
Who do I contact in the case of hospitalization when covered under Travel Insurance,You have to contact the International SOS immediately in the case of hospitalization. They also provide any information to deal with any problem regarding claims.,insurance
Who do I contact in the case of hospitalization,You have to contact the International SOS immediately in the case of hospitalization. They also provide any information to deal with any problem regarding claims.,insurance
Where can I get the list of hospitals extending the cash facility,There is no standard list of hospitals. The insured needs to intimate the International SOS immediately on admission so that the cashless facility may be extended by the assistance provider.,insurance
For how many days can the Travel Insurance policy be extended,The policy may be extended for a maximum of 180 days. The total policy period including extension should not exceed 360 days.,insurance
What are the eligibility criteria for a Travel Insurance policy,Our Travel Insurance policy is available to people of any age between 6 months and 70 years.,insurance
Who do I contact for a claim on the Travel Insurance policy,"In the event of a covered emergency and to register claims call our International SOS Provider, ERV – 24 hour helpline centre and quote the Policy Holders’ Name, the Policy Number, Insurance Company, Passport Number when seeking assistance within 24 hours. The contact details are: Email: [email protected] Toll Free No: 1866 202 4700 (Only for USA & Canada) Land line: 011 - 41898872 (for other countries) Europe (for 28 countries in Europe): UFIN No. – 800 8000 8400 Fax: 011 - 41898801 View more",insurance
Is emergency financial assistance provided under Travel Insurance,"A financial emergency is a situation where the insured loses all or a substantial amount of his/her travel funds due to theft, robbery, mugging or dacoity. Under this benefit the insured is provided with Emergency Cash Assistance up to the limit stated in the Policy. This assistance is provided by the company through a service provider.",insurance
Which Mutual Funds are ISA enabled,List of Mutual Funds ISA AIG Mutual Fund OD Addendum Fact Sheet Axis Mutual Fund OD Addendum Fact Sheet Bharti AXA Mutual Fund OD Addendum Fact Sheet Birla Mutual Fund OD Addendum Fact Sheet Canara Robeco Mutual Fund Fund OD Addendum Fact Sheet Deutsche Mutual Fund OD Addendum Fact Sheet DSP BlackRock Mutual Fund OD Addendum Fact Sheet Edelweiss Mutual Fund OD Addendum Fact Sheet Fidelity Mutual Fund OD Addendum Fact Sheet Franklin Templeton Mutual Fund OD Addendum Fact Sheet HDFC Mutual Fund OD Addendum Fact Sheet HSBC Mutual Fund OD Addendum Fact Sheet ICICI Prudential Mutual fund OD Addendum Fact Sheet IDFC Mutual Fund OD Addendum Fact Sheet ING Mutual Fund OD Addendum Fact Sheet JM Mutual Fund OD Addendum Fact Sheet JP Morgan Mutual Fund OD Addendum Fact Sheet Kotak Mutual Fund OD Addendum Fact Sheet L & T Mutual Fund OD Addendum Fact Sheet Mirae Asset OD Addendum Fact Sheet Morgan Stanley Mutual Fund OD Addendum Fact Sheet Reliance Mutual Fund OD Addendum Fact Sheet Religare Mutual Fund OD Addendum Fact Sheet SBI Mutual Fund OD Addendum Fact Sheet Sundaram Mutual Fund OD Addendum Fact Sheet TATA Mutual fund OD Addendum Fact Sheet UTI Mutual Fund OD Addendum Fact Sheet BNP Paribas Mutual Fund OD Addendum Fact Sheet Pramerica Mutual Fund OD Addendum Fact Sheet View more,investments
How can I close my Online Mutual Fund Account as well as the Bank account linked with it,"To close your Online Mutual Fund account as well as the linked Bank account, you will need to redeem or transfer all your Online Mutual Fund holdings to physical mode. Once this is done, the Online Mutual Funds Account can be closed. After closure of the Online Mutual Funds Account, the linked bank account can be closed. Please note that both the above options require a written request in the attached format. Please submit the form, duly filled at your account branch. Kindly visit the following URL to access information for the complete address and contact details of our Branches as well as our PhoneBanking numbers: PhoneBanking The above URL gives you access to the various contact points to get in touch with us through the Customer Center. View more",investments
I am an NRI residing outside India. How do I get myself KYC Compliant,"The soft copy of these KYC forms will be made available on the website of all mutual funds, AMFI and Central Depository Services (India) Limited (CDSL). You may also approach your distributor for a form. The same duly completed along with the necessary attested documents can be submitted at the PoS or mailed to your representative or distributor who can complete the KYC formalities for you.",investments
"If I change my address/Bank account /Nomination, what do I need to do","For all changes in account profile, or bank account linked for purchases or redemptions, contact the nearest branch and fill in a form to get the change done.",investments
"In case of existing investors, when and how will the KYC norms be introduced",KYC norms are applicable to all investors. It is in the interest of all investors to obtain KYC Acknowledgement and submit it to the Mutual Fund to avoid any inconvenience in the future.,investments
How do I buy Mutual Funds over the Net,To invest through NetBanking log onto www.hdfcbank.com.,investments
How can I use Mobile Banking to manage my Mutual Funds account,"We request you to follow the steps mentioned below to access your Online Mutual Fund details: Log on to the HDFC Bank NetBanking Site - Using your Customer ID and Password (Please use the NetBanking password) Click on the Mutual Fund Tab - 6th tab on the top right corner The Mutual Fund account number generated for you will reflect on the screen On the Left Hand side of the screen, various options like New Fund Offer, Purchase, Redeem, Switch, etc. are available You can click on any of the options and the relevant screen will be available to execute the desired transactions Your Mutual Fund Account Number will be available in a drop down. You can select your Mutual Fund account number and start transacting. View more",investments
What is the process of application for Rights Issue under ASBA,"An investor, who has received the common application form from the registrar of the company floating the rights issue, has the option of applying through ASBA at any designated branch of the Bank. Rights issue is not available in NetBanking facility.",investments
What about a Minor becoming a Major,"When a minor attaining majority ( completes 18 years of age), he/she must be KYC Compliant and have a KYC Acknowledgement of their own. The same should be informed to the Mutual Fund where he/she holds an investment, along with other details such as the bank details, signature, etc. as per the present requirements of such Mutual Fund.",investments
How can I Buy/Sell Mutual Funds,Once you are registered for an Investment Services Account you can start placing orders to buy/sell Mutual Funds through NetBanking services offered by HDFC Bank. Investing through Net Banking: You will have to login with your Customer ID and Internet Password to place orders for Mutual Funds on the website. You can view your Mutual Fund Holdings with their present market values on our website The cut-off time on the NetBanking Channel for the Same Day NAV for Mutual Funds transactions is 2 PM.,investments
How can I change the default Bank Account that is linked to my HDFC Bank Online Mutual Funds Account,"We understand that you wish to change the Bank Account linked to your Online Mutual Funds Account (Applicable where you want to continue with the Online Mutual Funds Account but want to close only the linked Bank Account) For this, you must provide an alternate Bank Account number under the same Customer ID (First Holder) with which you are registered for online Mutual Funds. Once the change of the Bank Account is effected, the Online Mutual Fund Account will be de-linked from the old bank account and it will be closed. Please note that both the options require a written request in the attached format. Please submit the form duly filled at your account branch.",investments
What is the procedure to close my Investment Service account,You will need to submit the Investment Service account closure form to your nearest branch for further processing. Kindly visit the following URL to access information for the complete address and contact details of our Branches as well as our PhoneBanking numbers.,investments
How much am I charged for this service,A quarterly maintenance charge is applicable to hold an Investment Services Account. We request you to contact your RM / Personal Banker or nearest HDFC Bank Branch for details.,investments
Can I cancel a transaction,No cancellations are allowed once transactions are placed.,investments
Is the KYC acknowledgement a separate form or is it a part of the Mutual Fund application. Which of the forms require being time-stamped,KYC Acknowledgement is a separate form. Time stamping is not required on the KYC Acknowledgement.,investments
How do I transact in Mutuals Fund after completing the KYC process,You must attach your KYC Verified Print Out along with the Investment Application Form(s) while investing for the first time in a Mutual Fund. Application Forms not accompanied by a KYC print out are liable to be rejected by the Mutual Fund.,investments
Can I sell/redeem schemes bought offline through online,"No, only those schemes bought through the online mode can be sold /redeemed through this service.",investments
How do I buy Mutual Fund over the Net,To invest through NetBanking Log onto www.hdfcbank.com,investments
How can I register for this service,"To register for this service, fill in an Investment Services account opening form that is available at any HDFC Bank Branch, or contact your Relationship Manager. Fill in all the details in the form, with the requisite documents, along with details of the bank account that has to be linked with your Investment Services account. The Account Opening Application Form has to be signed by the all the Bank Account holders. Submit this form to your RM or nearest branch.",investments
"As an NRI, can I buy Mutual Fund Units in the Portfolio Investment Schemes (PIS) account","No, you cannot purchase Mutual Fund units in the PIS account. You can only do so in the Non-PIS account.",investments
When will I be able to view the unit holdings in my account from the time of purchase,The unit holdings will be reflected within T+2 days (T being the transaction day).,investments
Are there any special requirements for an NRI to invest in Mutual Funds,"Yes. In addition to the certified true copy of the passport, a certified true copy of the overseas address and permanent address will also be required. If any of the documents (including attestations/certifications) towards proof of identity or address is in a foreign language, they have to be translated into English for submission. The documents can be attested by the Consulate office or overseas branches of scheduled Commercial Banks registered in India.",investments
Will I get an online confirmation of my transactions,An order once placed will be confirmed immediately. The confirmation of units bought or sold will be done by the AMC / Registrar only on the next working day.,investments
"After the  First purchase, can I invest in the same AMC again on the same day","After your first purchase you will not be permitted to transact for a period of 3 to 4 working days, depending on the processing time of the Mutual Funds' Registrar. After you place an investment order in any Mutual Fund for the first time a Folio Number needs to be generated for that particular fund. Until the Folio number is generated you will not be allowed to place any further orders for that particular Mutual Fund. After the Folio Number is generated you can place any number of orders in any schemes of the Mutual Fund.",investments
What is a KYC Application Form,"A KYC Application Form has been designed for Individual and Non-Individual Investors separately. These forms are available on the Mutual Funds website, AMFI and Central Depository Services (India) Limited (CDSL). You may also approach your distributor for a form. It is important to read the instructions printed on the KYC Application Form while filling the form.",investments
What if I have already obtained a MIN,"Scenario 1 If the MIN was obtained by submitting your PAN, the MIN Acknowledgement can be enclosed along with the Investment Application Form(s)/Transaction Slip(s) while investing for the first time in a Mutual Fund, as the PAN number will be stated on the said acknowledgement. Scenario 2 If the MIN was obtained without submitting your PAN but with other proof of identity documents, you need to carry a copy of your PAN card, and your original PAN card, for submission at the PoS. For such cases, CVL will send out a communication to you requesting you to submit your PAN for KYC compliance.",investments
Who can open an Investment Services account,"Any Individual or HUF, who has an HDFC Bank Savings Account and is KYC compliant, can register for a Mutual Fund Investment Services Account. NRI customers who are KYC compliant and have a Savings account can also avail of this service. The Savings Bank account status has to be single or either/Survivor.",investments
What are the advantages of investing in SIP,"A large part of the success of Mutual Funds is also the advantages they offer in terms of diversification, professional management and liquidity. Power of Compounding: The longer the period of your investment, the more wealth you can accumulate because of the power of compounding. That’s why it makes sense to start investing early. Quite simply, the incremental returns that you earn on your principal, plus accrued gains, is compounded. Rupee Cost Averaging: Most investors want to buy stocks when the prices are low and sell them when the prices are high. But timing the market is time consuming and risky. A more successful investment strategy is to adopt a method called Rupee Cost Averaging. By investing in an SIP you end up buying more units when the price is low and less when the price is high. To set up an SIP, walk in to your nearest HDFC Bank branch or invest through an Investment Services Account. View more",investments
What happens if I have multiple folios/accounts with a Mutual Fund,"You can inform the Mutual Fund to update the KYC Acknowledgement against all the folios/accounts you have with it. However, each of the holders in these folios/accounts should be KYC Compliant.",investments
What if I forget my customer ID/ IPIN number,Your ID is available in your welcome letter or can be obtained from the branch. Your IPIN (NetBanking password) can be re-generated by downloading a 'Password Regeneration Request' from the HDFC bank website and submitting it to the branch. The new IPIN (NetBanking password) will be sent to you by post.,investments
What are the schemes available to the customers,Only select schemes of select AMC's are currently available for transactions done through NetBanking. The list of the schemes is available on the HDFC Bank's website.,investments
Do I need to inform about my change of Income status,"Yes. If you find an increased/decrease in your income, which will effectively change the income bracket that you have declared in the KYC Application form, you should apply to any convenient PoS in the specified form. No proof is needed.",investments
What are the KYC requirements for a Mutual Fund Investor,"Individual investors will have to produce a Proof of identity (Photo PAN card copy or PAN card copy and copy of the passport, driving license, etc.) and Proof of Address (any of the valid documents listed in section B of the KYC Application Form for Individuals). Non-Individual Investors will have to produce certain documents pertaining to its constitution/registration to fulfill the KYC process. A list of Mandatory Certified Documents to be submitted can be found in section C of the KYC application form for Non-Individual Investors.",investments
How do I convert my existing portfolio of Mutual Fund units to an Online Mutual Fund portfolio,"Currently, this facility is not available.",investments
Is there any special requirement for a PIO (Person of Indian Origin),"The requirements applicable to an NRI will also apply to a PIO. However additionally, persons of Indian origin will have to submit a certified true copy of their PIO Card.",investments
Should I visit a PoS personally to obtain KYC Compliance,"No. If you are not in a position to visit a PoS personally, the KYC Application Form along with the necessary documents (including originals if the copies are not attested) can be sent through the distributor or representative who can arrange to complete the KYC process and obtain the KYC Acknowledgement through any PoS.",investments
What are the consequences of KYC cancellation/rejection,"In the event of any KYC Application Form being found deficient for lack of information/insufficiency of mandatory documentation, further investments will not be permitted.",investments
"I do not have an account with HDFC Bank, but would like to invest in Mutual Funds. What do I do","You can contact any HDFC bank Branch to open a Bank account and once your Savings account is activated. You can fill in the application form for an Investment Services account along with a KYC form and the requisite documents, if you are not KYC Compliant, and send them to your Relationship Manager/Personal Banker or nearest branch. After you receive the welcome letter, you can start investing in Mutual Funds online.",investments
"Who do I inform about change of name/address/status/signature, etc.","You should intimate your change of name/address/status/signature, etc. to any convenient PoS. You need to quote your PAN and submit proof (in case of a new address). You should provide at least 10 days for the change of address to take effect with all the Mutual Funds where you have investments. Please note that you should not write to the Mutual Fund or its Registrar for the change of address (unless as a designated PoS). The specified form can be obtained from the AMFI/Mutual Fund/CDSL website. All details of the holders in the Mutual Fund records will be replaced by the address details available in the CVL record.",investments
How is online investing more convenient,"1. No filling of multiple application forms 2. Only a one time registration agreement to be signed and submitted 3. Paperless method to invest in Mutual Funds 4. No application forms, No Cheques, No Documents required for any transaction 5. Direct Credits to your bank account for Redemptions and Dividend proceeds 6. View online Mutual Fund holdings on NetBanking",investments
Is there a minimum transaction amount for each scheme,"As decided by the fund, there is a minimum transaction amount indicated against each scheme. You will get to see the minimum transaction amount in the Purchase screen after you select the Name of the scheme from the drop down menu.",investments
Is there a charge I need to pay to get myself KYC Compliant,"Currently, KYC is done for free of cost.",investments
Does the KYC Acknowledgement have an expiry date,"No. Once the KYC Acknowledgement is obtained and informed to a Mutual Fund, it will be registered against the folio and quoted in all future account statements. The same will exist in perpetuity, unless cancelled by CVL.",investments
Why should I invest in SIP's right now,"The current scenario in the equity market is dominated by negative sentiment, which has led to fundamentals being ignored. This scenario has created volatility in the markets and uncertainty of future outlook. The prudent way to invest in this scenario is to benefit from the volatility and this can be done by investing through SIP’s. A monthly SIP helps in averaging out the cost of purchase and benefit from the power of compounding. It also helps in creating wealth over a longer time period. The current investment scenario is still dominated by negative sentiment. This creates volatility in the markets due to confused minds of the investors. Such volatility makes it difficult to capture the market movements and most people end up losing money with the intention of timing the markets. Also investing a lump sum in one shot might lead you to miss out on market opportunities. The tool to beat such a scenario is investing through a Systematic Investment Plan.",investments
From what date is it mandatory for me to be KYC Compliant,"With effect from 01 January 2011, if you want to invest in Mutual Funds you are required to complete the KYC process irrespective of the amount you invest.",investments
Is there any transaction charge for placing the transaction offline or online,"Yes, there is transaction charge for placing a transaction offline or online is as follows: With effect from 1st November 2011, HDFC Bank has opted-in for transaction charge as per the SEBI circular no. Cir/ IMD/ DF/13/ 2011 dated August 22, 2011. To know more Click here. View more",investments
Can I transact anytime during the day,"Yes, you can transact at any time of the day. However, in order to get the NAV of the same day you have to transact before the cut-off time of the scheme. If you place an order after the said cut-off time, you will be eligible for the NAV of the next day.",investments
Can I transact on a holiday,"Yes, you can place your request even on a holiday. However, the request will be processed on the next business day and the respective NAV will be applicable as per the Mutual Fund's offer document.",investments
How will I receive the redemption amount,You can receive redemption amounts through a Direct Credit in your Savings Bank Account mentioned in Investment Services Account opening.,investments
How will I receive the Dividend Pay amount,You will receive the Dividend Pay amount through a Direct Credit by the AMC in your Savings Bank Account mentioned in Investment Services Account opening form.,investments
How do I redeem Mutual Fund units over the Net,Only Mutual Funds that are bought (purchased) through the Investment Services Account can be redeemed through this service. On NetBanking: To redeem Mutual Fund you have to login to the website with your Customer ID and IPIN and go to the Mutual Funds Tab. Click on the redemption link and then select the Investment Services Account No. from the drop down and the Mutual Fund that you want to redeem. Select the Scheme name and the Amount or number of units you want to redeem in the next screen keeping in mind the minimum transaction amount. You can choose to redeem all or part of your units by specifying the number of units and amount. The transaction will be processed and the redemption proceeds will be directly credited into your bank account. View more,investments
